,Item Name,ItemID,Sale Price,Customer Ratings,Number of Reviews,Offer Type,Department,Shipping Rate,Normal Shipping,Marketplace
6313,"Aqua Culture Aquarium Gravel, Neon Lavender, 5 lb",20613553,4.94,5.0,5,ONLINE_AND_STORE,Pets,5.99,True,False
6314,"""Aqua Culture 6.5-Gal Semi-Hex Aquarium Kit, LED Lighting and Filtration, 18""""L x 10.75""""W x 14.50""""H""",37210187,36.98,3.653,75,ONLINE_AND_STORE,Pets,0.0,True,False
6315,"""Hawkeye 2-Gallon Aquarium Kit, Power Filter and LED Lighting 10""""DIA x 10.56""""H""",14660257,25.52,4.093,247,ONLINE_ONLY,Pets,5.99,True,False
6316,"""Hawkeye 5-Gallon Panaview Aquarium with LED Lighting and Power Filter, 16.25""""L x 10""""W x 11.5""""H""",55134441,34.99,3.857,21,ONLINE_AND_STORE,Pets,5.99,True,False
6317,"""Hawkeye 7-Gallon AquaView Aquarium Kit with LED Light and Power Filter, 18.25""""L x 12.38""""W x 13.10""""H""",54272323,66.02,4.154,13,ONLINE_ONLY,Pets,0.0,True,False
6318,Hawkeye .75 Gallon Picture Frame Aquarium with LED Lighting,54519024,19.78,2.571,7,ONLINE_ONLY,Pets,5.99,True,False
6319,Hawkeye 4.5 gal Stadium View Aquarium Kit with LED Light and Power Filter,54272321,52.12,3.0,2,ONLINE_AND_STORE,Pets,0.0,True,False
6320,Hawkeye 1.6 Gallon Hexagon Aquarium Kit,14660256,22.99,4.381,21,ONLINE_AND_STORE,Pets,5.99,True,False
6321,"""Aqua Culture 1-Gallon Aquarium Kit, LED Lighting and Internal Power Filter, 7.5""""L x 7.5""""W x 10.25""""H""",33874882,12.97,3.433,171,ONLINE_AND_STORE,Pets,5.99,True,False
6322,"""Aqua Culture 2.5-Gallon Corner Aquarium Kit, LED Light and Power Filter, 12.3""""L x 9.4""""W x 11.4""""H""",49988279,22.97,2.811,37,ONLINE_AND_STORE,Pets,5.99,True,False
6323,"""Hawkeye 3 gal Semi-Hex Aquarium Kit LED Lighting and Filter 14.75""""L x 10.25""""W x 9.5""""H""",54272322,44.85,5.0,1,ONLINE_AND_STORE,Pets,0.0,True,False
6324,"Penn-Plax SpongeBob Mini Figures Assorted Aquarium Decoration, Character May Vary",20976059,2.88,2.667,15,ONLINE_AND_STORE,Pets,5.99,True,False
6325,"Tetra Waterfall Globe Aquarium Bowl with LEDs, 1.8 gallon",20770084,33.01,4.0,4,ONLINE_ONLY,Pets,5.99,True,False
6326,Tetra LED Cube Shaped 3 Gallon Aquarium with Pedestal Base,20693135,39.99,3.642,53,ONLINE_AND_STORE,Pets,0.0,True,False
6327,"Tetra Betta Safe Fish Tank Water Conditioner, 1.69 oz",16935663,2.78,4.2,5,ONLINE_AND_STORE,Pets,5.99,True,False
6328,"Tetra BettaSafe All in One Starter Kit for Bettas, 8 count",23624851,2.72,5.0,1,ONLINE_AND_STORE,Pets,5.99,True,False
6329,"Tetra Aquarium Cube Tank, 1.5 gal",10291810,19.98,3.953,85,ONLINE_AND_STORE,Pets,5.99,True,False
6330,"Tetra ColorFusion LED Half Moon Aquarium Kit, 3 Gallons",16940357,24.97,3.346,81,ONLINE_AND_STORE,Pets,5.99,True,False
6331,"GloFish 1.5 Gallon Aquarium Kit with Hood, LEDs and Whisper Filter",12177652,24.69,3.684,38,ONLINE_AND_STORE,Pets,5.99,True,False
6332,Tetra LED Cube Shaped 3 Gallon Aquarium with Pedestal Base,20693135,39.99,3.642,53,ONLINE_AND_STORE,Pets,0.0,True,False
6333,"Tetra Hexagon Aquarium Kit with LED Bubbler, 1 Gallon",16940356,19.96,3.304,56,ONLINE_AND_STORE,Pets,5.99,True,False
6334,"Tetra Waterfall Globe Aquarium Bowl with LEDs, 1.8 gallon",20770084,33.01,4.0,4,ONLINE_ONLY,Pets,5.99,True,False
6335,Aqua Culture LED Aquarium Hood for 20/55 Gallon Aquariums,20693136,39.97,3.275,69,ONLINE_AND_STORE,Pets,0.0,True,False
6336,"GloFish 3 Gallon Aquarium Kit with Cover, Frame, LEDs, Power Supply and Filter",16940355,30.69,3.31,29,ONLINE_AND_STORE,Pets,5.99,True,False
6337,"Family Farm Egg Maker Crumble Complete Animal Feed, 40 lb",10323565,9.88,4.137,73,ONLINE_AND_STORE,Pets,5.99,False,False
6338,SHO-GLO VITAMIN AND MINERAL SUPPLEMENT FOR HORSES,24269973,14.78,4.0,2,ONLINE_AND_STORE,Pets,5.99,True,False
6339,"Absorbine ShowSheen Showring Shine Original Horse Hair Polish & Detangler, 32 fl oz",10316884,12.44,5.0,1,ONLINE_AND_STORE,Pets,5.99,True,False
6340,"Manna Pro Livestock Goat Dewormer, 6 lb",25581355,13.97,4.5,2,ONLINE_AND_STORE,Pets,5.99,True,False
6341,"Herd Life Livestock Molasses, 2.5 gal",24817058,31.87,5.0,5,ONLINE_AND_STORE,Pets,5.99,False,False
6342,"Calf-Manna Farm Animal Feed, 25 lb",10323583,18.22,4.963,27,ONLINE_AND_STORE,Pets,5.99,True,False
6343,Miller Manufacturing 1 Pint White Plastic Feed Scoops,16629561,7.2,1.0,1,ONLINE_ONLY,Pets,5.99,False,False
6344,"Hartz Small Animal Diet for Guinea Pigs, 10.0 LB",10411681,7.47,4.556,9,ONLINE_AND_STORE,Pets,5.99,True,False
6345,"Oxbow Western Timothy Hay Dry Small Animal Food, 9 Lb",30402181,24.8,5.0,1,ONLINE_ONLY,Pets,5.99,True,False
6346,"Oxbow Pet Products Western Timothy Hay Dry Small Animal Food, 90 Oz",30325553,18.69,1.5,2,ONLINE_ONLY,Pets,5.99,True,False
6347,"Forti Diet Timothy Hay Small Animal Food and Treat, 24 oz",47334557,3.98,4.667,3,ONLINE_AND_STORE,Pets,5.99,True,False
6348,"Arm & Hammer Pet Stain & Odor Remover Plus Oxiclean, 32 fl oz",15610471,6.37,4.505,95,ONLINE_AND_STORE,Pets,5.99,True,False
6349,"OUT! Pet Stain & Odor Remover, 32 oz,",10311210,4.97,4.617,47,ONLINE_AND_STORE,Pets,5.99,True,False
6350,"Purina Cat Chow Naturals Plus Vitamins & Minerals Indoor Turkey & Chicken Dry Cat Food, 13 Lb",49651188,11.99,4.677,201,ONLINE_AND_STORE,Pets,5.99,True,False
6351,"Purina Beyond Grain Free White Meat Chicken & Egg Recipe Dry Cat Food, 3 lb",49651179,10.17,4.119,24506,ONLINE_AND_STORE,Pets,5.99,True,False
6352,Purina ONE SmartBlend Natural Lamb & Rice Formula Adult Dry Dog Food - 40 lb. Bag - 40 lb. Bag,39439231,42.98,4.835,363,ONLINE_AND_STORE,Pets,0.0,False,False
6353,"Purina Cat Chow Naturals Indoor Plus Vitamins and Minerals Dry Cat Food, 3.15 lb",49651189,4.88,4.668,190,ONLINE_AND_STORE,Pets,5.99,True,False
6354,Purina ONE SmartBlend True Instinct Grain Free Formula Nutrient-Dense with Real Chicken & Sweet Potato Adult Dog Food 12.5 lb Bag,45582792,22.98,3.987,11217,ONLINE_AND_STORE,Pets,5.99,True,False
6355,Purina ONE SmartBlend Lamb & Rice Formula Adult Dry Dog Food - 16.5 lb. Bag,21128250,21.98,4.838,383,ONLINE_AND_STORE,Pets,5.99,True,False
6356,Purina Beyond Simply Salmon & Whole Brown Rice Recipe Cat Food 6 lb. Bag,37297866,16.97,4.222,153,ONLINE_AND_STORE,Pets,5.99,True,False
6357,Purina Beyond Grain Free Ocean Whitefish & Egg Recipe Cat Food 3 lb. Bag,37297855,10.97,4.545,156,ONLINE_AND_STORE,Pets,5.99,True,False
6358,Purina Beyond Simply Salmon & Whole Brown Rice Recipe Cat Food 3 lb. Bag,37297859,9.47,4.136,147,ONLINE_AND_STORE,Pets,5.99,True,False
6359,"""Aqua Culture Reptile Habitat 11.75"""" Diameter x 5.5"""" H""",37210189,12.98,4.429,14,ONLINE_AND_STORE,Pets,5.99,True,False
6360,Aqua Culture 10 Gallon Reptile Habitat Starter Kit,24808061,49.97,3.963,80,ONLINE_AND_STORE,Pets,0.0,True,False
6361,Aqua Culture 10 Gallon Aquarium Starter Kit with LED,35326017,29.98,2.988,86,ONLINE_AND_STORE,Pets,5.99,True,False
6362,"""Aqua Culture Reptile Habitat 11.75"""" Diameter x 5.5"""" H""",37210189,12.98,4.429,14,ONLINE_AND_STORE,Pets,5.99,True,False
6363,"TetraFauna AquaSafe Water Conditioner for Reptiles and Amphibians, 3.38 oz",16940360,3.64,5.0,5,ONLINE_AND_STORE,Pets,5.99,True,False
6364,"Wardley Reptile Sticks, 4.75 OZ",10313405,4.47,5.0,12,ONLINE_AND_STORE,Pets,5.99,True,False
6365,"Crittercare: Light Brown/Natural For Small Animals Bedding, 14 L",10321154,5.32,4.226,53,ONLINE_AND_STORE,Pets,5.99,True,False
6366,AlfaPet Aspen Bedding Small Animals Bedding,10320821,3.38,4.207,29,ONLINE_AND_STORE,Pets,5.99,True,False
6367,"Critter Care Snowflake Bedding for Small Animals, 10L",36609718,4.65,4.0,6,ONLINE_ONLY,Pets,5.99,True,False
6368,"CritterCare® Small Animal Bedding, Confetti 23L",36562742,16.07,4.0,3,ONLINE_AND_STORE,Pets,5.99,True,False
6369,Critter Care Snowflake Bedding for Small Animals,36609720,10.64,5.0,2,ONLINE_AND_STORE,Pets,5.99,True,False
6370,"Hartz Small Animal Diet for Guinea Pigs, 10.0 LB",10411681,7.47,4.556,9,ONLINE_AND_STORE,Pets,5.99,True,False
6371,"Oxbow Western Timothy Hay Dry Small Animal Food, 9 Lb",30402181,24.8,5.0,1,ONLINE_ONLY,Pets,5.99,True,False
6372,"Oxbow Pet Products Western Timothy Hay Dry Small Animal Food, 90 Oz",30325553,18.69,1.5,2,ONLINE_ONLY,Pets,5.99,True,False
6373,"Forti Diet Timothy Hay Small Animal Food and Treat, 24 oz",47334557,3.98,4.667,3,ONLINE_AND_STORE,Pets,5.99,True,False
6374,"Wild Harvest Cage Cleaning and Deodorizing Spray for Birds and Small Animals, 16 oz",10318430,4.52,4.571,7,ONLINE_AND_STORE,Pets,5.99,True,False
6375,Happy Home Pet Products Small Animal Grooming Set,126672743,4.88,5.0,1,ONLINE_AND_STORE,Pets,5.99,True,False
6376,"Happy Home Pet Products 4 oz Pet Feeding Dish, 1ct (Color may vary)",22210860,1.48,5.0,2,ONLINE_AND_STORE,Pets,5.99,True,False
6377,"Crittercare: Light Brown/Natural For Small Animals Bedding, 14 L",10321154,5.32,4.226,53,ONLINE_AND_STORE,Pets,5.99,True,False
6378,"Wild Harvest Chew Ball for Guinea Pigs, Hamsters, Gerbils and Other Small Animals",19717916,3.88,4.182,11,ONLINE_AND_STORE,Pets,5.99,True,False
6379,"Extreme! Tropical Treasures Small Animal Treats, 3 oz",43491445,2.47,4.455,11,ONLINE_AND_STORE,Pets,5.99,True,False
6380,"Wild Harvest Natural Treat Mix for Small Animals, 3 oz",19717929,2.14,5.0,3,ONLINE_AND_STORE,Pets,5.99,True,False
6381,Wild Harvest Edible Log Stuffer Treat Stick for Small Animals,19717914,2.14,4.778,9,ONLINE_AND_STORE,Pets,5.99,True,False
6382,Wild Harvest Wild Berry and Nut Treat for Small Animals,10318473,2.83,4.647,34,ONLINE_AND_STORE,Pets,5.99,True,False
6383,"Extreme! Yogurt Yummies Small Animal Treats, 2.75 oz",39439274,2.48,5.0,2,ONLINE_AND_STORE,Pets,5.99,True,False
6384,"Wild Harvest Carrot Crunchies for Small Animals, 2 oz",10318447,2.14,4.889,9,ONLINE_AND_STORE,Pets,5.99,True,False
6385,Wild Harvest Bake Shop Cupcake Treats for Small Animals,19717920,2.14,3.75,4,ONLINE_AND_STORE,Pets,5.99,True,False
6386,"Wild Harvest Glazed Donut Treats for Small Animals, 2.2 oz",32174017,2.14,4.2,5,ONLINE_AND_STORE,Pets,5.99,True,False
6387,"Wild Harvest Edible Logz Hide Away Treat for Small Animals, 8.5 oz",10318464,5.37,5.0,6,ONLINE_AND_STORE,Pets,5.99,True,False
6388,Marvel's The Avengers: Age Of Ultron (DVD),45497549,14.99,4.8,10,ONLINE_AND_STORE,Movies & TV Shows,5.99,True,False
6389,The Avengers,21104928,19.96,4.853,75,ONLINE_AND_STORE,Movies & TV Shows,5.99,True,False
6390,Marvel's Avengers: Age of Ultron (Blu-ray + Blu-ray),45497551,27.88,3.25,8,ONLINE_AND_STORE,Movies & TV Shows,5.99,True,False
6391,Ultimate Avengers: Movie Collection,20575085,7.5,5.0,5,ONLINE_AND_STORE,Seasonal,5.99,True,False
6392,Ultimate Avengers: The Movie,4645548,5.0,4.714,7,ONLINE_AND_STORE,Seasonal,5.99,True,False
6393,The Avengers: Earth's Mightiest Heroes!: The Finale: Volume 6: End of the Cosmos,22036705,17.99,4.667,3,ONLINE_AND_STORE,Seasonal,5.99,True,False
6394,The Avengers: Earth's Mightiest Heroes!: The Final Season: Volume 5: Secret Invasion,21150577,17.99,4.667,3,ONLINE_AND_STORE,Seasonal,5.99,True,False
6395,The Next Avengers: Heroes Of Tomorrow,10197131,5.0,4.8,10,ONLINE_AND_STORE,Seasonal,5.99,True,False
6396,The Avengers: Earth's Mightiest Heroes!: Volume 1: A Legion Is Born,15846807,13.99,5.0,1,ONLINE_AND_STORE,Seasonal,5.99,True,False
6397,The Avengers: Earth's Mightiest Heroes!: Volume 2: Living Legends,15846791,9.33,5.0,1,ONLINE_AND_STORE,Seasonal,5.99,True,False
6398,Avengers Iron Man Toddler Halloween Costume,39364479,22.47,3.0,1,ONLINE_ONLY,Seasonal,5.99,True,False
6399,These Are the Avengers Level 1 Reader,16825650,2.89,5.0,3,ONLINE_AND_STORE,Seasonal,5.99,False,False
6400,Avengers Sleeping Bag Pushlight and Duffle,40464993,15.98,3.25,8,ONLINE_ONLY,Seasonal,5.99,True,False
6401,Disney Infinity 2.0: Marvel Super Heroes - Marvel's The Avengers Play Set,36754139,11.82,4.833,6,ONLINE_AND_STORE,Toys,5.99,True,False
6402,Avengers Age of Ultron Titan Hero Tech 12' Iron Man Action Figure,42069705,18.85,4.4,10,ONLINE_AND_STORE,Toys,5.99,True,False
6403,Marvel Avengers HQ Captain America Tower Defense Set,42069698,19.96,4.0,3,ONLINE_AND_STORE,Toys,5.99,True,False
6404,Marvel Avengers Age of Ultron Cycle Blast Quinjet Vehicle,42069502,18.49,4.0,2,ONLINE_AND_STORE,Toys,5.99,True,False
6405,Childs Hawkeye Bow And Arrow Avengers 2 Toy Weapon Costume Accessory,46109678,19.99,1.0,1,ONLINE_ONLY,Seasonal,5.99,False,False
6406,Marvel's The Avengers: Age Of Ultron (DVD),45497549,14.99,4.8,10,ONLINE_AND_STORE,Movies & TV Shows,5.99,True,False
6407,"Fotorama Avengers Vision VR Shooter, Grey",46891580,29.95,5.0,1,ONLINE_ONLY,Video Games,5.99,True,False
6408,Ultimate Avengers: Movie Collection,20575085,7.5,5.0,5,ONLINE_AND_STORE,Seasonal,5.99,True,False
6409,"Clairol Professional Shimmer Lights Blonde and Silver Shampoo, 16 Fl Oz",52876216,9.54,3.833,12,ONLINE_AND_STORE,Seasonal,5.99,True,False
6410,"Schwarzkopf Göt2b Glued Blasting Freeze Spray, 12 Oz",47088945,4.22,4.467,15,ONLINE_AND_STORE,Seasonal,5.99,False,False
6411,"Just For Men Control GX Gret Reducing 2 in 1 Shampoo and Conditioner, 5 Fluid Ounce",34329091,6.58,4.426,404,ONLINE_AND_STORE,Seasonal,5.99,True,False
6412,"L'Oréal Kids 3-in-1 Shampoo, Conditioner & Body Wash, Cool Coconut, 16 Oz",12444093,3.28,4.778,9,ONLINE_AND_STORE,Seasonal,5.99,True,False
6413,Batiste Dry Shampoo Blush 6.73 oz,34329090,5.88,4.55,149,ONLINE_AND_STORE,Seasonal,5.99,True,False
6414,"Equate Denture Adhesive Cream, 2.4 Oz",50199116,3.82,3.556,9,ONLINE_AND_STORE,Seasonal,5.99,True,False
6415,African Pride Dream Kids Olive Miracle Detangling Moisturizing Leave-In Conditioner 15 oz. Jar,24389858,2.44,5.0,6,ONLINE_AND_STORE,Seasonal,5.99,True,False
6416,"""Smead Poly Envelope, 1-1/4"""" Expansion, String-Tie Closure, Top Load, Letter Size, Blue, 5 per Pack (89542)""",21448726,3.83,4.5,4,ONLINE_ONLY,Seasonal,5.99,True,False
6417,"Crayola Classic Crayon, Featuring New Blue Bluetiful, 24 count",14927412,2.11,4.817,131,ONLINE_AND_STORE,Seasonal,5.99,True,False
6418,Ticonderoga - #2 Soft - Yellow - Presharpened 30 ct,19599042,5.97,4.536,56,ONLINE_AND_STORE,Seasonal,5.99,True,False
6419,"Smead Hanging File Folder Frame, Adjustable Letter/Legal/A4, Gray, 2 per Pack (64855)",21448850,12.84,2.75,20,ONLINE_ONLY,Seasonal,5.99,True,False
6420,"Smead SuperTab® File Folder, Oversized 1/3-Cut Tab, Letter Size, Manila, 100 Per Box (10301)",14931703,13.43,4.75,56,ONLINE_AND_STORE,Seasonal,5.99,True,False
6421,Smead Frame View Poly Two-Pocket Folders,37696548,7.12,5.0,1,ONLINE_AND_STORE,Seasonal,5.99,True,False
6422,"""Smead Poly Envelope, 1-1/4"""" Expansion, String-Tie Closure, Side Load, Letter Size, Clear, 5 per Pack (89521)""",21448688,5.97,4.6,5,ONLINE_ONLY,Seasonal,5.99,True,False
6423,"Smead Poly Expanding File, 12 Pockets, Flap and Cord Closure, Letter Size, Blue/Black ( 70863)",14917751,7.9,4.571,35,ONLINE_ONLY,Seasonal,5.99,True,False
6424,Harry Potter Boxed Set (Books 1-7) (Hardcover),5888681,136.01,4.695,203,ONLINE_ONLY,Books,0.0,True,False
6425,Bright Baby First 100 Words Board Book,3931135,6.29,4.69,71,ONLINE_AND_STORE,Books,5.99,True,False
6426,Here Come the Bubble Guppies! (Bubble Guppies),22149988,8.32,4.8,25,ONLINE_ONLY,Books,5.99,True,False
6427,The New Captain Underpants Collection (Books 1-5),1757748,19.59,5.0,4,ONLINE_AND_STORE,Books,5.99,False,False
6428,Harry Potter and the Chamber of Secrets: The Illustrated Edition (Book 2) (Hardcover),50986783,27.61,5.0,9,ONLINE_AND_STORE,Books,5.99,True,False
6429,The Dr. Seuss Coloring Book,52286691,8.81,5.0,3,ONLINE_AND_STORE,Books,5.99,True,False
6430,Where's Waldo? in Hollywood,5355901,7.99,5.0,3,ONLINE_ONLY,Books,5.99,True,False
6431,The Invention of Hugo Cabret,5087119,14.89,4.938,16,ONLINE_ONLY,Books,5.99,True,False
6432,Lego Batman: The Movie DC Superheroes Unite,25139192,8.48,5.0,2,ONLINE_AND_STORE,Seasonal,5.99,True,False
6433,Lego Batman: The Movie DC Superheroes Unite (Blu-ray + DVD),23516866,12.99,4.0,6,ONLINE_AND_STORE,Seasonal,5.99,True,False
6434,Star Wars: The Force Awakens (DVD),49703056,14.69,4.64,75,ONLINE_AND_STORE,Movies & TV Shows,5.99,True,False
6435,Jurassic World Chomping Tyrannosaurus Rex Figure,42069735,17.19,4.471,17,ONLINE_AND_STORE,Toys,5.99,True,False
6436,"""Marvel Legends 3.75"""" Spider-Man""",47932180,7.79,4.0,1,ONLINE_AND_STORE,Toys,5.99,True,False
6437,Kiddieland Disney Frozen Magical Adventure Activity Ride-On,38763853,34.43,4.8,20,ONLINE_AND_STORE,Toys,5.99,True,False
6438,Disney Infinity 3.0 Star Wars Han Solo Figure (Universal),46424622,4.96,4.923,13,ONLINE_AND_STORE,Toys,5.99,False,False
6439,"""Star Wars The Black Series 40th Anniversary Princess Leia Organa 6"""" Action Figure""",55335319,16.12,3.4,5,ONLINE_AND_STORE,Toys,5.99,True,False
6440,"Mighty Beanz Star Wars, 4-Pack",15110916,6.0,3.5,6,ONLINE_AND_STORE,Toys,5.99,True,False
6441,"Dreamgear My Arcade Video Game Station with 200 Built-In Games, Blue, DRM2572",45910856,37.77,2.0,2,ONLINE_ONLY,Video Games,0.0,True,False
6442,"Star Wars Battlefront, Electronic Arts, PlayStation 4, 014633368680",44782723,16.48,4.375,267,ONLINE_AND_STORE,Video Games,5.99,True,False
6443,"Batman Arkham Knight, Warner, PlayStation 4, 883929412044",35495972,16.49,4.783,23,ONLINE_AND_STORE,Video Games,5.99,True,False
6444,Batman: Arkham Asylum - Game of the Year (PS3),14222425,11.36,4.571,63,ONLINE_AND_STORE,Video Games,5.99,True,False
6445,"Batman: Arkham City: Game of the Year Edition (Xbox 360) Warner Bros., 883929238842",20682158,17.48,4.647,17,ONLINE_AND_STORE,Video Games,5.99,True,False
6446,Disney Infinity 3.0: Star Wars - Starter Pack for Xbox One,44676214,9.88,4.68,25,ONLINE_AND_STORE,Video Games,5.99,True,False
6447,"Batman Arkham Knight, Warner, Xbox One, 883929411283",35495980,17.5,4.667,18,ONLINE_AND_STORE,Video Games,5.99,True,False
6448,Lalaloopsy Entertainment Jewel Sparkles Large Doll,55426776,31.94,5.0,8,ONLINE_AND_STORE,Toys,5.99,True,False
6449,"Lalaloopsy Minis Style 'N' Swap Playset, Boutique",47715268,12.97,5.0,1,ONLINE_AND_STORE,Toys,5.99,True,False
6450,Lalaloopsy Girls Cake Fancy Frost 'N' Glaze Fashion Doll,44999150,15.0,4.0,2,ONLINE_AND_STORE,Seasonal,5.99,True,False
6451,Lalaloopsy Girls Cake Candle Slice O' Cake Fashion Doll,44999148,13.22,3.96,25,ONLINE_AND_STORE,Seasonal,5.99,True,False
6452,"Lalaloopsy Workshop Starter Pack, Ballerina/ Cowgirl",25634467,23.47,1.0,1,ONLINE_AND_STORE,Seasonal,5.99,True,False
6453,"Lalaloopsy Girls, Bea Spells-a-Lot",37408212,16.2,4.667,15,ONLINE_AND_STORE,Toys,5.99,True,False
6454,Lalaloopsy Girls Furry Grrs-a-Lot Basic Doll,44999146,17.99,5.0,1,ONLINE_AND_STORE,Toys,5.99,True,False
6455,Lalaloopsy Dance with Me Doll,44999130,31.07,3.621,29,ONLINE_AND_STORE,Seasonal,5.99,True,False
6456,"Lalaloopsy Minis Style 'N' Swap Playset, Salon",47715262,17.9,4.375,32,ONLINE_AND_STORE,Seasonal,5.99,True,False
6457,STANLEY STST18612W 2-IN-1 Mobile Work Center Plus Flat Top,26524588,23.42,3.444,27,ONLINE_AND_STORE,Seasonal,5.99,True,False
6458,BLACK+DECKER 20-Volt Lithium Ion Cordless Drill-Driver with 128-Piece Project Kit,54461297,89.95,4.656,90,ONLINE_AND_STORE,Seasonal,0.0,False,False
6459,"""STANLEY STHT80988WMT 4pc Plier Set With Bonus 6"""" Adjustable Wrench""",110990917,10.99,4.615,13,ONLINE_AND_STORE,Seasonal,5.99,False,False
6460,STANLEY® TR110S Heavy-duty Steel Staple Gun,14146046,12.13,4.057,35,ONLINE_AND_STORE,Seasonal,5.99,True,False
6461,Black & Decker™ Bare Reciprocating Saw,32984617,40.45,4.8,10,ONLINE_ONLY,Seasonal,0.0,True,False
6462,"Stanley Wall Mount Utility Knife Blade Dispenser w/Blades, 100/Pack",14146153,9.5,5.0,3,ONLINE_AND_STORE,Seasonal,5.99,True,False
6463,"STANLEY Deep Organizer Professional, 10 Compartments, 014710R",21272746,19.67,5.0,6,ONLINE_ONLY,Seasonal,5.99,True,False
6464,"Orion 4-Shelf Bookcase, Multiple Finishes",20836837,25.0,3.972,885,ONLINE_AND_STORE,Home,5.99,False,False
6465,"Mainstays No Tools 6-Cube Standard Storage Shelf, Multiple Colors",37511244,19.88,4.364,379,ONLINE_AND_STORE,Home,5.99,False,False
6466,Frozen Plastic Toddler Bed,39082877,48.0,4.61,82,ONLINE_AND_STORE,Baby,0.0,False,False
6467,Disney Frozen Baby Elsa,38413702,12.61,3.833,6,ONLINE_AND_STORE,Toys,5.99,True,False
6468,Disney Frozen Sleepover Set 3 pc. Pack,39456795,28.21,4.377,77,ONLINE_AND_STORE,Baby,5.99,True,False
6469,Disney Frozen LED Canvas Wall Art,36351239,9.99,4.213,508,ONLINE_ONLY,Baby,5.99,True,False
6470,Delta Children Disney Frozen Multi-Bin Toy Organizer,37086413,27.3,4.207,184,ONLINE_AND_STORE,Baby,5.99,False,False
6471,Disney Frozen Girls' Elsa Glitter Graphic Short Sleeve Dress with Foil Print Mesh,55682199,10.0,5.0,1,ONLINE_AND_STORE,Clothing,5.99,False,False
6472,Hallmark Party Disney Frozen Luncheon Napkins,35067085,2.79,4.875,8,ONLINE_AND_STORE,Seasonal,5.99,True,False
6473,"Disney Frozen Bead Necklaces, 3ct",39672024,3.99,3.939,33,ONLINE_ONLY,Seasonal,5.99,True,False
6474,"Frozen Party Favor Rubber Bracelets, 4ct",39535044,5.53,5.0,1,ONLINE_AND_STORE,Seasonal,5.99,False,False
6475,Frozen Elsa Wand Child Halloween Accessory,38774365,5.18,5.0,3,ONLINE_ONLY,Seasonal,5.99,False,False
6476,"Frozen Paper Lunch Party Napkins, 16ct",39537889,2.39,5.0,1,ONLINE_AND_STORE,Seasonal,5.99,False,False
6477,Hallmark Party Disney Frozen Dinner Plates,36179492,1.97,4.833,24,ONLINE_AND_STORE,Seasonal,5.99,False,False
6478,Disney Frozen 6-Pack Washcloths,38204884,9.4,4.462,13,ONLINE_AND_STORE,Seasonal,5.99,True,False
6479,Disney Frozen Shower Curtain Hooks,38204882,6.99,5.0,3,ONLINE_AND_STORE,Seasonal,5.99,True,False
6480,Disney Frozen Hand Towels,38204883,12.0,5.0,1,ONLINE_AND_STORE,Seasonal,5.99,True,False
6481,Disney Frozen Rolling Task Chair,46854344,28.75,5.0,4,ONLINE_ONLY,Seasonal,5.99,False,False
6482,Disney Frozen Soap Or Lotion Pump,38204885,8.99,2.714,7,ONLINE_AND_STORE,Seasonal,5.99,False,False
6483,Disney Frozen Table and Chair Set with Storage,37086464,35.0,4.653,49,ONLINE_AND_STORE,Toys,0.0,False,False
6484,Disney Frozen Elsa & Anna 4-Piece Toddler Bedding Set,38580148,32.99,4.634,134,ONLINE_AND_STORE,Baby,5.99,False,False
6485,Disney Frozen Baby Elsa,38413702,12.61,3.833,6,ONLINE_AND_STORE,Toys,5.99,True,False
6486,Frozen,33937396,12.89,4.25,4,ONLINE_ONLY,Seasonal,5.99,True,False
6487,FROZEN RAS 8X8?OK AND CD,23564187,5.06,5.0,18,ONLINE_AND_STORE,Seasonal,5.99,True,False
6488,"Frozen: Big Snowman, Little Snowman",23257595,3.78,5.0,8,ONLINE_AND_STORE,Seasonal,5.99,True,False
6489,ROYAL SISTERS MAGNETPLAY SET,23564147,9.66,3.412,17,ONLINE_AND_STORE,Seasonal,5.99,True,False
6490,A Day in the Sun,24597585,3.99,3.0,1,ONLINE_AND_STORE,Seasonal,5.99,True,False
6491,FROZEN SING-ALONG HC,37498750,12.36,5.0,2,ONLINE_AND_STORE,Seasonal,5.99,True,False
6492,A Frozen Heart,24287098,10.21,4.429,7,ONLINE_AND_STORE,Seasonal,5.99,True,False
6493,Jurassic Park (DVD),21126358,9.25,4.143,14,ONLINE_AND_STORE,Seasonal,5.99,False,False
6494,Jurassic Park III (DVD),21126356,7.5,5.0,2,ONLINE_AND_STORE,Seasonal,5.99,False,False
6495,Jurassic Park (3D Blu-ray + Blu-ray + DVD + Digital Copy + Ultraviolet),23708226,14.96,4.5,12,ONLINE_AND_STORE,Seasonal,5.99,False,False
6496,JURASSIC PARK: A NOVEL,20467296,8.79,4.0,2,ONLINE_AND_STORE,Seasonal,5.99,True,False
6497,"""Plastic Jurassic World Door Poster, 60"""" x 27""""""",44577955,3.29,4.857,7,ONLINE_ONLY,Seasonal,5.99,True,False
6498,"""9"""" Square Jurassic World Party Plates, 8ct""",44577935,2.19,5.0,1,ONLINE_AND_STORE,Seasonal,5.99,True,False
6499,Jurassic World Chomping Tyrannosaurus Rex Figure,42069735,17.19,4.471,17,ONLINE_AND_STORE,Toys,5.99,True,False
